protocol_type,service,flag,src_bytes,dst_bytes,hot,count,srv_count,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_serror_rate,class
icmp,10,4,0,0,0,104,5,0.07,255,7,0.03,0.06,0,1,anomaly
icmp,25,2,244,9737,0,9,9,0,98,255,1,0,0.01,0,normal
icmp,20,2,12165,0,0,8,8,0,255,49,0.19,0.02,0.19,0.52,normal
icmp,25,2,273,5320,0,16,16,0,255,255,1,0,0,0,normal
icmp,19,4,0,0,0,26,7,0.15,255,27,0.11,0.07,0.01,1,anomaly
icmp,25,4,0,0,0,1,1,0,28,255,1,0,0.04,0.04,normal
icmp,24,4,0,0,0,263,19,0.06,255,19,0.07,0.07,0,1,anomaly
icmp,25,2,235,128,0,25,26,0,116,255,1,0,0.01,0,normal
icmp,57,4,0,0,0,236,24,0.05,255,24,0.09,0.05,0,1,anomaly
icmp,25,2,271,732,0,6,7,0,111,255,1,0,0.01,0,normal
icmp,10,4,0,0,0,276,23,0.05,255,23,0.09,0.05,0,1,anomaly
icmp,45,1,0,0,0,511,1,1,255,1,0,1,0,0.14,anomaly
icmp,50,1,0,0,0,229,10,0.07,255,10,0.04,0.07,0,0,anomaly
udp,45,2,146,105,0,3,2,0.67,255,2,0.01,0.64,0.98,0,normal
icmp,55,2,848,330,0,1,1,0,143,73,0.51,0.02,0.01,0,normal
udp,12,2,45,133,0,75,155,0,255,254,1,0.01,0,0,normal
icmp,5,4,0,0,0,282,12,0.06,255,12,0.05,0.07,0,1,anomaly
icmp,50,4,0,0,0,112,14,0.05,255,14,0.05,0.07,0,1,anomaly
icmp,25,2,334,382,0,18,19,0,255,255,1,0,0,0,normal
icmp,25,4,0,0,0,1,1,0,255,1,0,0.07,0,1,anomaly
icmp,19,3,0,0,0,241,6,0.07,255,6,0.02,0.07,0,0,anomaly
icmp,25,2,54540,8314,2,2,2,0,75,75,1,0,0.01,0,anomaly
icmp,55,2,2931,326,0,2,1,1,255,128,0.5,0.05,0,0.01,normal
icmp,50,5,0,0,0,1,1,0,255,1,0,0.8,1,0,anomaly
icmp,25,2,289,901,0,12,32,0,39,255,1,0,0.03,0,normal
icmp,25,2,274,2592,0,1,1,0,25,255,1,0,0.04,0,normal
icmp,25,2,217,1856,0,27,27,0,255,255,1,0,0,0,normal
icmp,25,2,303,2991,0,22,22,0,22,255,1,0,0.05,0,normal
icmp,25,2,205,649,0,9,22,0,255,255,1,0,0,0.01,normal
icmp,25,4,0,0,0,2,9,0,20,255,1,0,0.1,0.1,normal
tcp,15,2,8,0,0,1,23,0,2,80,1,0,1,0,anomaly
icmp,25,2,227,717,0,2,23,0,255,255,1,0,0,0,normal
icmp,25,9,322,10220,0,5,5,0,255,255,1,0,0,0,normal
icmp,25,2,229,7149,0,6,6,0,255,255,1,0,0,0,normal
icmp,67,4,0,0,0,278,15,0.06,255,3,0.01,0.08,0,1,anomaly
udp,12,2,71,44,0,117,117,0,255,166,0.65,0.01,0.21,0,normal
udp,50,2,1,0,0,18,4,0.28,255,42,0.16,0.47,0.69,0,anomaly
tcp,15,2,8,0,0,1,7,0,3,61,1,0,1,0,anomaly
icmp,61,2,4866,72771,0,1,1,0,255,33,0.13,0.34,0,0.34,normal
tcp,15,2,8,0,0,1,17,0,2,100,1,0,1,0,anomaly
icmp,25,2,161,6684,0,10,10,0,37,255,1,0,0.03,0,normal
icmp,25,4,0,0,0,210,10,0.06,255,16,0.06,0.08,0,1,anomaly
udp,12,2,45,117,0,140,140,0,255,255,1,0,0,0,normal
icmp,17,4,0,0,0,93,3,0.06,255,3,0.01,0.06,0,1,anomaly
icmp,25,2,272,822,0,2,2,0,6,255,1,0,0.17,0,normal
icmp,25,2,307,1492,0,30,30,0,255,255,1,0,0,0,normal
icmp,20,2,1500,4152,30,1,1,0,206,49,0.24,0.02,0,0,normal
icmp,25,2,312,396,0,9,9,0,255,255,1,0,0,0,normal
icmp,25,2,233,275,0,16,16,0,255,255,1,0,0,0,normal
icmp,50,4,0,0,0,50,8,0.1,255,8,0.03,0.08,0,1,anomaly
icmp,38,4,0,0,0,253,13,0.06,255,13,0.05,0.07,0,1,anomaly
icmp,5,4,0,0,0,11,4,0.36,255,4,0.02,0.08,0,1,anomaly
icmp,25,2,336,354,0,1,1,0,163,255,1,0,0.01,0,normal
icmp,61,4,0,0,0,3,2,0.67,83,23,0.27,0.05,0.02,1,anomaly
icmp,25,2,335,2370,0,10,10,0,135,255,1,0,0.01,0,normal
icmp,55,2,1478,387,0,1,1,0,255,48,0.19,0.07,0,0.64,normal
icmp,50,1,0,0,0,149,20,0.06,255,9,0.04,0.06,0,0,anomaly
icmp,61,4,0,0,0,234,3,0.07,255,3,0.01,0.07,0,1,anomaly
icmp,25,1,0,0,0,1,1,0,3,144,1,0,0.33,0,normal
icmp,3,4,0,0,0,237,21,0.05,255,21,0.08,0.06,0,1,anomaly
icmp,20,2,641,0,0,1,1,0,7,81,0.71,0.43,0.71,0,normal
icmp,33,4,0,0,0,128,16,0.06,255,16,0.06,0.07,0,1,anomaly
icmp,5,2,14,37,0,1,1,0,168,8,0.05,0.04,0.01,0.01,normal
udp,12,2,44,132,0,195,195,0,255,251,0.98,0.01,0,0,normal
icmp,50,5,0,0,0,1,1,0,255,1,0,0.88,0.88,0,anomaly
icmp,61,4,0,0,0,12,4,0.25,255,64,0.25,0.02,0.01,1,anomaly
icmp,25,2,222,7208,0,2,2,0,255,255,1,0,0,0,normal
tcp,16,2,30,0,0,2,2,0,181,181,1,0,1,0,normal
icmp,59,4,0,0,0,268,3,0.06,255,3,0.01,0.06,0,1,anomaly
icmp,25,2,320,2367,0,5,10,0,255,255,1,0,0,0,normal
icmp,50,4,0,0,0,87,1,0.07,255,18,0.07,0.06,0,1,anomaly
icmp,25,2,295,1408,0,21,21,0,105,255,1,0,0.01,0,normal
icmp,50,4,0,0,0,134,18,0.07,255,8,0.03,0.07,0,1,anomaly
icmp,25,2,260,7334,0,7,7,0,96,255,1,0,0.01,0,normal
udp,12,2,44,73,0,314,313,0.01,255,254,1,0.01,0,0,normal
icmp,11,3,0,0,0,214,2,0.07,255,2,0.01,0.08,0,0,anomaly
icmp,20,2,748,0,0,1,2,0,92,5,0.05,0.03,0.05,0,normal
udp,50,2,207,0,0,2,2,0,94,78,0.83,0.02,0.83,0,anomaly
icmp,25,2,253,1721,0,13,32,0,168,255,1,0,0.01,0,normal
icmp,57,4,0,0,0,228,17,0.06,255,16,0.06,0.06,0,1,anomaly
icmp,6,4,0,0,0,269,7,0.05,255,7,0.03,0.05,0,1,anomaly
tcp,15,2,8,0,0,1,40,0,2,222,1,0,1,0,anomaly
icmp,20,4,0,0,0,279,11,0.06,255,11,0.04,0.09,0,1,anomaly
icmp,50,1,0,0,0,511,1,1,255,1,0,1,0,0.08,anomaly
tcp,16,2,1032,0,0,511,511,0,255,30,0.12,0.05,0.12,0.3,anomaly
icmp,50,4,0,0,0,16,7,0.19,255,7,0.03,0.07,0,1,anomaly
udp,12,2,46,46,0,164,164,0,255,255,1,0,0,0,normal
udp,12,2,44,44,0,145,145,0,255,254,1,0.01,0,0,normal
icmp,25,2,189,9345,0,3,4,0,3,255,1,0,0.33,0,normal
icmp,25,2,160,10210,0,1,1,0,5,255,1,0,0.2,0,normal
icmp,1,9,37681,40396,0,1,1,0,88,16,0.18,0.02,0.01,0.16,normal
icmp,55,2,1162,333,0,1,1,0,20,109,0.95,0.1,0.05,0,normal
icmp,25,2,323,343,0,11,12,0,55,255,1,0,0.02,0,normal
icmp,5,2,10,36,0,2,1,1,98,10,0.06,0.04,0.01,0,normal
icmp,20,2,12,0,0,1,1,0,235,64,0.27,0.07,0.32,0,normal
icmp,67,4,0,0,0,3,3,0,255,3,0.01,0.08,0,1,anomaly
udp,12,2,75,43,0,131,131,0,255,166,0.65,0.01,0.27,0,normal
icmp,25,2,306,309,0,6,6,0,159,255,1,0,0.01,0,normal
udp,50,2,28,0,0,25,25,0,255,25,0.1,0.01,0.1,0,anomaly
icmp,25,2,325,856,0,5,5,0,104,255,1,0,0.01,0,normal
tcp,16,2,520,0,0,482,482,0,109,109,1,0,1,0,anomaly
icmp,11,4,0,0,0,270,3,0.06,255,3,0.01,0.07,0,1,anomaly
icmp,25,2,176,925,0,24,25,0,45,255,1,0,0.02,0,normal
icmp,20,2,1342,0,0,6,6,0,187,79,0.28,0.04,0.28,0,normal
icmp,25,2,248,12635,0,7,7,0,255,228,0.89,0.01,0,0,normal
icmp,50,4,0,0,0,88,18,0.07,197,18,0.09,0.07,0.01,1,anomaly
icmp,50,5,0,0,0,1,1,0,198,1,0.01,0.76,0.76,0.03,anomaly
icmp,5,4,0,0,0,295,9,0.05,255,6,0.02,0.07,0,1,anomaly
icmp,25,2,218,281,0,2,3,0,53,255,1,0,0.02,0,normal
icmp,9,4,0,0,0,289,23,0.05,255,23,0.09,0.05,0,1,anomaly
icmp,69,4,0,0,0,212,9,0.07,255,9,0.04,0.07,0,1,anomaly
icmp,25,2,263,5264,0,26,30,0,255,255,1,0,0,0,normal
icmp,50,4,0,0,0,240,18,0.05,255,18,0.07,0.05,0,1,anomaly
icmp,5,4,0,0,0,206,3,0.07,255,3,0.01,0.07,0,1,anomaly
icmp,35,4,0,0,0,76,5,0.08,255,5,0.02,0.06,0,1,anomaly
udp,12,2,42,125,0,77,157,0,255,254,1,0.01,0,0,normal
icmp,25,2,244,402,0,8,8,0,255,255,1,0,0,0,normal
icmp,25,2,243,281,0,4,16,0,67,255,1,0,0.01,0,normal
icmp,25,2,291,574,0,14,14,0,255,255,1,0,0,0,normal
icmp,50,1,0,0,0,239,14,0.07,255,14,0.05,0.08,0,0,anomaly
icmp,55,2,932,327,0,1,1,0,12,171,0.75,0.25,0.08,0,normal
tcp,15,2,8,0,0,1,13,0,1,99,1,0,1,0,anomaly
icmp,25,2,259,459,0,2,3,0,23,255,1,0,0.04,0,normal
icmp,25,1,0,0,0,1,1,0,3,22,1,0,0.33,0,normal
icmp,25,2,374,1861,0,1,1,0,64,231,1,0,0.02,0,normal
icmp,9,4,0,0,0,119,17,0.07,199,17,0.09,0.07,0.01,1,anomaly
icmp,25,2,277,13083,0,16,18,0,255,255,1,0,0,0,normal
icmp,5,4,0,0,0,287,24,0.05,255,24,0.09,0.05,0,1,anomaly
icmp,60,4,0,0,0,285,24,0.05,255,24,0.09,0.05,0,1,anomaly
icmp,45,1,0,0,0,511,1,1,255,1,0,1,0,0.12,anomaly
icmp,19,2,9,0,0,1,1,0,35,10,0.09,0.09,0.03,0,normal
udp,12,2,44,131,0,67,147,0,255,255,1,0,0,0,normal
icmp,50,4,0,0,0,118,15,0.07,255,15,0.06,0.06,0,1,anomaly
icmp,25,2,348,14642,0,28,28,0,237,255,1,0,0,0,normal
icmp,50,4,0,0,0,116,7,0.06,255,19,0.07,0.07,0,1,anomaly
udp,12,2,45,45,0,190,190,0,255,255,1,0,0,0,normal
icmp,53,4,0,0,0,210,5,0.07,255,5,0.02,0.08,0,1,anomaly
icmp,45,1,0,0,0,418,1,1,255,1,0,1,0,0.08,anomaly
icmp,50,1,0,0,0,445,1,1,255,1,0,1,0,0.08,anomaly
icmp,25,2,293,2530,0,25,25,0,255,255,1,0,0,0,normal
icmp,25,1,0,0,0,1,2,0,145,255,1,0,0.01,0,normal
icmp,25,2,261,392,0,29,44,0,255,255,1,0,0,0,normal
icmp,25,2,164,4105,0,2,2,0,56,56,1,0,0.02,0.02,normal
icmp,20,2,16115,0,0,12,12,0,18,18,1,0,1,0,normal
icmp,60,4,0,0,0,296,20,0.05,255,20,0.08,0.08,0,1,anomaly
udp,12,2,43,74,0,162,161,0.01,255,254,1,0.01,0.01,0,normal
icmp,50,1,0,0,0,2,1,1,255,1,0,0.39,0.36,0,anomaly
icmp,42,4,0,0,0,225,13,0.06,255,13,0.05,0.06,0,1,anomaly
icmp,61,2,101,4427,0,1,1,0,32,1,0.03,0.06,0.03,0,normal
icmp,25,2,294,2472,0,2,2,0,18,255,1,0,0.06,0,normal
icmp,25,4,0,0,0,220,24,0.05,255,24,0.09,0.05,0,1,anomaly
icmp,25,2,199,601,0,4,4,0,90,101,1,0,0.01,0,normal
icmp,50,4,0,0,0,278,1,0.06,255,15,0.06,0.07,0,1,anomaly
icmp,50,4,0,0,0,117,24,0.04,255,24,0.09,0.04,0,1,anomaly
icmp,12,4,0,0,0,274,16,0.06,255,17,0.07,0.06,0,1,anomaly
icmp,25,4,0,0,0,147,18,0.05,255,18,0.07,0.08,0,1,anomaly
udp,12,2,111,44,0,1,1,0,255,237,0.93,0.01,0.21,0,normal
icmp,9,4,0,0,0,271,7,0.05,255,7,0.03,0.05,0,1,anomaly
icmp,25,2,346,215,0,6,6,0,80,255,1,0,0.01,0,normal
icmp,25,2,202,1320,0,33,33,0,56,255,1,0,0.02,0,normal
icmp,41,4,0,0,0,143,22,0.05,255,21,0.08,0.06,0,1,anomaly
icmp,20,4,0,0,0,283,24,0.05,255,24,0.09,0.05,0,1,anomaly
icmp,25,2,229,306,0,3,10,0,19,255,1,0,0.05,0,normal
icmp,25,2,343,5121,0,16,21,0,38,255,1,0,0.03,0,normal
icmp,61,4,0,0,0,109,12,0.06,255,12,0.05,0.06,0,1,anomaly
icmp,50,5,1,0,0,2,2,0,255,2,0.01,0.73,1,0,anomaly
icmp,50,4,0,0,0,111,4,0.06,12,6,0.5,0.33,0.08,1,anomaly
icmp,67,4,0,0,0,213,13,0.07,255,13,0.05,0.07,0,1,anomaly
udp,12,2,44,67,0,172,172,0,255,255,1,0,0.01,0,normal
icmp,20,2,7045,0,0,3,2,0.67,255,83,0.33,0.07,0.35,0.02,anomaly
icmp,64,4,0,0,0,200,16,0.05,255,16,0.06,0.05,0,1,anomaly
icmp,55,2,1101,331,0,1,1,0,200,149,0.57,0.04,0,0,normal
icmp,25,2,289,174,0,13,13,0,18,255,1,0,0.06,0,normal
icmp,31,4,0,0,0,146,13,0.05,255,5,0.02,0.06,0,1,anomaly
icmp,25,2,249,1092,0,11,11,0,255,255,1,0,0,0,normal
icmp,50,5,1,0,0,2,2,0,255,2,0.01,0.5,1,0,anomaly
icmp,25,2,329,2189,0,5,5,0,124,255,1,0,0.01,0,normal
icmp,25,2,280,5592,0,1,1,0,69,255,1,0,0.01,0,normal
icmp,7,4,0,0,0,117,9,0.07,255,9,0.04,0.07,0,1,anomaly
icmp,25,2,181,14276,0,1,1,0,85,255,1,0,0.01,0,normal
udp,12,2,44,132,0,195,197,0.01,255,255,1,0,0,0,normal
tcp,15,2,8,0,0,1,29,0,2,114,1,0,1,0,anomaly
udp,12,2,43,43,0,226,226,0,255,255,1,0,0.01,0,normal
icmp,3,4,0,0,0,238,17,0.06,255,4,0.02,0.09,0,1,anomaly
icmp,25,2,231,417,0,1,1,0,17,17,1,0,0.06,0,normal
udp,50,2,105,0,0,2,2,0,187,171,0.91,0.02,0.01,0,normal
icmp,50,1,0,0,0,114,1,1,239,1,0,0.51,0,0,anomaly
icmp,55,2,1143,329,0,1,1,0,162,119,0.6,0.03,0.01,0,normal
icmp,50,1,0,0,0,217,1,1,255,1,0,0.86,0,0.05,anomaly
icmp,25,2,233,2239,0,6,6,0,255,248,0.97,0.01,0,0,normal
tcp,16,2,1032,0,0,437,437,0,255,255,1,0,1,0,anomaly
icmp,50,4,0,0,0,268,10,0.04,255,10,0.04,0.05,0,1,anomaly
icmp,25,2,328,1912,0,8,24,0,255,255,1,0,0,0,normal
icmp,9,4,0,0,0,278,5,0.06,255,5,0.02,0.07,0,1,anomaly
icmp,20,2,1250,2451,28,1,1,0,255,135,0.53,0.02,0.01,0,anomaly
udp,12,2,45,136,0,66,146,0,255,254,1,0.01,0,0,normal
icmp,8,4,0,0,0,205,14,0.06,255,14,0.05,0.08,0,1,anomaly
udp,12,2,44,132,0,59,139,0,255,255,1,0,0,0,normal
icmp,17,4,0,0,0,149,16,0.05,255,17,0.07,0.06,0,1,anomaly
icmp,25,2,273,4834,0,1,1,0,6,9,1,0,0.17,0,normal
tcp,15,2,8,0,0,1,50,0,2,58,1,0,1,0,anomaly
icmp,25,2,191,1392,0,1,3,0,1,255,1,0,1,0,normal
icmp,50,1,0,0,0,271,18,0.06,255,28,0.11,0.07,0,0,anomaly
icmp,7,1,0,0,0,111,12,0.06,255,12,0.05,0.06,0,0,anomaly
icmp,25,2,308,1924,0,8,8,0,180,255,1,0,0.01,0,normal
icmp,20,2,203,0,0,2,2,0,87,72,0.22,0.1,0.24,0.01,normal
icmp,25,2,228,4781,0,12,12,0,255,255,1,0,0,0,normal
icmp,61,4,0,0,0,99,25,0.05,255,1,0,0.05,0,1,anomaly
icmp,25,2,166,24084,0,2,2,0,2,255,1,0,0.5,0,normal
icmp,25,2,263,3253,0,2,5,0,231,255,1,0,0,0,normal
icmp,25,2,224,5024,0,9,18,0,9,255,1,0,0.11,0,normal
icmp,25,2,330,350,0,10,10,0,221,255,1,0,0.01,0,normal
icmp,64,2,0,4,0,1,1,0,24,24,1,0,0.04,0.12,normal
udp,50,2,28,0,0,5,5,0,218,5,0.02,0.75,0.02,0.03,anomaly
tcp,15,2,8,0,0,1,15,0,1,35,1,0,1,0,anomaly
icmp,25,2,368,2751,0,3,9,0,23,231,1,0,0.04,0,normal
icmp,20,2,192,0,0,1,1,0,5,46,0.8,0.4,0.8,0,normal
icmp,55,2,2277,328,0,1,1,0,247,186,0.72,0.02,0,0,normal
icmp,58,4,0,0,0,208,20,0.06,255,20,0.08,0.07,0,1,anomaly
icmp,25,2,147,3253,0,1,1,0,5,255,1,0,0.2,0,normal
icmp,25,2,302,2039,0,5,5,0,5,255,1,0,0.2,0,normal
udp,50,2,28,0,0,51,51,0,255,51,0.2,0.02,0.2,0,anomaly
icmp,55,2,651,480,0,1,1,0,255,36,0.14,0.02,0,0,normal
icmp,55,2,4071,332,0,1,1,0,178,244,0.97,0.01,0.01,0,normal
icmp,25,2,218,13294,0,3,5,0,3,255,1,0,0.33,0,normal
icmp,67,3,0,0,0,105,4,0.08,255,4,0.02,0.06,0,0,anomaly
icmp,22,4,0,0,0,279,10,0.06,255,10,0.04,0.06,0,1,anomaly
icmp,19,4,0,0,0,50,12,0.08,255,55,0.22,0.04,0.01,1,anomaly
icmp,50,4,0,0,0,122,6,0.06,255,7,0.03,0.07,0,1,anomaly
icmp,25,2,187,1330,0,7,8,0,76,255,1,0,0.01,0,normal
icmp,64,4,0,0,0,226,4,0.06,255,13,0.05,0.06,0,1,anomaly
udp,12,2,43,69,0,123,123,0,255,255,1,0,0.01,0,normal
icmp,55,2,1701,328,0,1,2,0,255,122,0.48,0.02,0,0,normal
icmp,50,4,0,0,0,299,20,0.05,255,5,0.02,0.07,0,1,anomaly
udp,12,2,44,44,0,6,7,0.33,106,103,0.97,0.02,0.01,0,normal
icmp,25,2,228,294,0,21,21,0,88,255,1,0,0.01,0,normal
tcp,15,2,8,0,0,1,33,0,2,74,1,0,1,0,anomaly
icmp,25,2,206,771,0,14,21,0,255,255,1,0,0,0,normal
udp,12,2,44,73,0,220,220,0,255,254,1,0.01,0,0,normal
udp,12,2,45,139,0,245,245,0,255,251,0.98,0.01,0,0,normal
icmp,55,2,60814,387,0,1,2,0,255,36,0.14,0.75,0,0.74,normal
icmp,25,2,216,16904,0,17,18,0,255,255,1,0,0,0,normal
icmp,50,4,0,0,0,121,11,0.07,255,14,0.05,0.07,0,1,anomaly
icmp,50,4,0,0,0,218,20,0.06,79,18,0.23,0.13,0.01,0.82,anomaly
icmp,24,4,0,0,0,267,1,0.05,255,1,0,0.05,0,1,anomaly
icmp,30,4,0,0,0,146,24,0.04,255,24,0.09,0.04,0,1,anomaly
icmp,25,2,344,3123,0,5,5,0,55,255,1,0,0.02,0,normal
icmp,25,2,54540,8314,2,4,4,0,28,28,1,0,0.04,0,anomaly
icmp,25,2,257,2616,0,9,9,0,61,255,1,0,0.02,0,normal
icmp,45,5,0,0,0,1,1,0,255,1,0,0.69,1,0,anomaly
icmp,25,2,197,7712,0,3,3,0,27,255,1,0,0.04,0,normal
icmp,25,2,328,10613,0,2,2,0,21,255,1,0,0.05,0,normal
tcp,15,2,8,0,0,1,5,0,2,50,1,0,1,0,anomaly
icmp,25,2,295,955,0,18,18,0,255,255,1,0,0,0,normal
icmp,3,4,0,0,0,297,20,0.05,255,20,0.08,0.07,0,1,anomaly
icmp,25,2,282,362,0,10,11,0,255,255,1,0,0,0,normal
icmp,45,5,1,0,0,2,2,0,255,2,0.01,0.73,1,0,anomaly
udp,12,2,44,133,0,77,159,0,255,254,1,0.01,0,0,normal
icmp,20,2,225,756,0,1,1,0,163,44,0.27,0.04,0.01,0,normal
icmp,25,1,0,0,0,82,16,0.07,255,16,0.06,0.06,0,0,anomaly
icmp,50,4,0,0,0,137,16,0.06,193,16,0.08,0.06,0.01,1,anomaly
icmp,50,4,0,0,0,12,3,0.25,255,3,0.01,0.07,0,1,anomaly
icmp,25,2,191,24802,0,4,4,0,255,255,1,0,0,0,normal
icmp,25,2,164,19950,0,1,1,0,187,255,1,0,0.01,0,normal
icmp,50,4,0,0,0,133,12,0.06,255,13,0.05,0.07,0,1,anomaly
udp,45,2,145,105,0,1,1,0,255,3,0.01,0.21,0.38,0,normal
icmp,50,5,0,0,0,27,2,0.52,197,2,0.01,0.09,0.14,0.01,anomaly
icmp,20,2,1487,4152,30,1,1,0,17,11,0.65,0.18,0.06,0,normal
icmp,45,1,0,0,0,510,1,1,255,1,0,1,0,0.16,anomaly
icmp,25,2,245,299,0,15,15,0,255,255,1,0,0,0,normal
icmp,50,4,0,0,0,209,12,0.07,255,18,0.07,0.07,0,1,anomaly
icmp,25,2,325,5888,0,1,1,0,82,255,1,0,0.01,0.01,normal
udp,12,2,42,42,0,9,21,0,255,177,0.69,0.01,0,0,normal
icmp,25,2,265,260,0,4,4,0,81,255,1,0,0.01,0,normal
icmp,25,2,342,1555,0,21,22,0,255,255,1,0,0,0,normal
icmp,20,2,22,0,0,2,2,0,255,36,0.14,0.06,0.14,0.75,normal
icmp,25,2,280,24293,0,1,1,0,255,255,1,0,0,0,normal
icmp,33,1,0,0,0,277,10,0.06,255,10,0.04,0.07,0,0,anomaly
icmp,25,2,217,1786,0,1,1,0,26,255,1,0,0.04,0,normal
icmp,25,2,332,334,0,11,11,0,138,255,1,0,0.01,0,normal
tcp,15,2,8,0,0,1,27,0,2,37,1,0,1,0,anomaly
tcp,16,2,1032,0,0,120,120,0,255,120,0.47,0.02,0.47,0,anomaly
tcp,16,2,1032,0,0,510,510,0,255,219,0.86,0.02,0.86,0,anomaly
icmp,25,2,323,1119,0,19,20,0,67,255,1,0,0.01,0,normal
udp,12,2,45,83,0,307,307,0,255,218,0.85,0.01,0,0,normal
icmp,25,2,249,7255,0,1,1,0,191,255,1,0,0.01,0,normal
icmp,64,5,0,0,0,1,1,0,135,1,0.01,0.28,0.27,0,anomaly
icmp,25,2,323,608,0,26,26,0,255,255,1,0,0,0,normal
udp,12,2,36,0,0,1,1,0,79,121,1,0,1,0,normal
icmp,50,5,0,0,0,1,1,0,234,1,0,0.3,0.28,0,anomaly
icmp,25,2,317,2006,0,7,7,0,255,255,1,0,0,0,normal
icmp,25,2,280,263,0,26,28,0,255,255,1,0,0,0,normal
icmp,20,2,960,0,0,2,2,0,255,119,0.47,0.03,0.47,0,normal
icmp,38,4,0,0,0,266,5,0.06,255,5,0.02,0.07,0,1,anomaly
udp,12,2,44,76,0,216,221,0,255,254,1,0.01,0,0,normal
icmp,25,2,299,25796,0,1,5,0,255,255,1,0,0,0,normal
icmp,50,4,0,0,0,229,6,0.06,255,6,0.02,0.06,0,1,anomaly
icmp,55,2,844,334,0,1,1,0,74,126,0.41,0.08,0.01,0.01,normal
icmp,20,4,0,0,0,138,2,0.06,255,2,0.01,0.07,0,1,anomaly
icmp,36,1,0,0,0,268,5,0.06,255,5,0.02,0.07,0,0,anomaly
icmp,50,1,0,0,0,18,1,0.61,255,1,0,0.05,0.07,0,anomaly
icmp,25,2,220,3238,0,10,10,0,10,46,1,0,0.1,0,normal
icmp,67,4,0,0,0,235,2,0.07,255,2,0.01,0.08,0,1,anomaly
tcp,15,2,8,0,0,1,45,0,1,127,1,0,1,0,anomaly
icmp,50,4,0,0,0,280,5,0.06,255,7,0.03,0.08,0,1,anomaly
icmp,25,2,295,4380,0,29,30,0,255,255,1,0,0.01,0,normal
icmp,20,2,1051,3081,22,1,2,0,114,2,0.02,0.04,0.01,0,normal
icmp,25,2,284,3495,0,8,8,0,57,255,1,0,0.02,0.02,normal
icmp,50,4,0,0,0,153,19,0.07,255,19,0.07,0.06,0,1,anomaly
icmp,19,2,6,269,0,1,1,0,216,2,0.01,0.02,0,0,normal
icmp,50,1,0,0,0,104,1,0.08,29,1,0.03,0.17,0.03,0,anomaly
icmp,25,2,364,3798,0,10,10,0,254,255,1,0,0,0,normal
icmp,20,2,8766,0,0,4,4,0,11,87,0.91,0.18,0.91,0,normal
icmp,50,4,0,0,0,146,11,0.05,255,10,0.04,0.06,0,1,anomaly
udp,12,2,45,111,0,57,207,0,197,196,0.8,0.02,0.71,0,normal
icmp,25,2,352,8260,0,2,16,0,70,255,1,0,0.03,0,normal
icmp,25,1,0,0,0,1,1,0,2,255,1,0,0.5,0,normal
udp,12,2,44,128,0,79,159,0,255,211,0.83,0.01,0,0,normal
icmp,31,4,0,0,0,99,17,0.05,255,17,0.07,0.05,0,1,anomaly
icmp,25,2,346,1798,0,4,4,0,114,184,1,0,0.01,0,normal
tcp,66,2,183,0,0,2,1,1,255,3,0.01,0.01,0.03,0,normal
icmp,25,1,0,0,0,1,1,0,68,68,1,0,0.01,0,normal
icmp,39,4,0,0,0,134,19,0.06,255,19,0.07,0.07,0,1,anomaly
icmp,25,2,203,2557,0,16,30,0,85,255,1,0,0.01,0,normal
icmp,50,4,0,0,0,121,1,0.07,69,1,0.01,0.1,0.01,1,anomaly
icmp,64,4,0,0,0,2,2,0,10,10,1,0,0.2,0.1,normal
icmp,20,2,5133876,0,7,1,1,0,9,34,1,0,1,0,anomaly
tcp,15,2,18,0,0,1,1,0,1,140,1,0,1,0,anomaly
icmp,25,2,289,1719,0,26,28,0,255,255,1,0,0,0,normal
icmp,20,4,0,0,0,32,15,0.06,232,55,0.24,0.02,0.01,1,anomaly
icmp,20,2,3468,0,0,21,21,0,200,77,0.38,0.03,0.38,0,normal
icmp,25,2,294,2591,0,2,2,0,2,255,1,0,0.5,0,normal
icmp,25,2,281,3232,0,15,17,0,255,255,1,0,0,0,normal
udp,50,2,105,147,0,2,2,0,89,83,0.93,0.03,0.03,0,normal
icmp,25,2,285,247,0,1,4,0,24,255,1,0,0.04,0,normal
icmp,25,2,273,6801,0,4,4,0,68,255,1,0,0.01,0,normal
icmp,25,2,162,13187,0,1,2,0,79,79,1,0,0.01,0,normal
icmp,25,2,266,1963,0,12,12,0,31,255,1,0,0.03,0,normal
icmp,60,4,0,0,0,234,13,0.06,255,12,0.05,0.08,0,1,anomaly
icmp,25,2,54540,8314,2,5,5,0,255,255,1,0,0,0,anomaly
icmp,25,2,323,310,0,21,21,0,29,255,1,0,0.03,0,normal
icmp,24,4,0,0,0,297,20,0.06,255,7,0.03,0.08,0,1,anomaly
icmp,25,2,316,268,0,9,9,0,255,225,0.88,0.01,0,0,normal
icmp,50,4,0,0,0,148,17,0.05,255,17,0.07,0.06,0,1,anomaly
icmp,50,4,0,0,0,205,4,0.05,255,4,0.02,0.06,0,1,anomaly
icmp,50,4,0,0,0,135,19,0.05,255,20,0.08,0.06,0,1,anomaly
icmp,56,4,0,0,0,94,8,0.06,255,3,0.01,0.07,0,1,anomaly
